order_name	family_name	genus_name	species_name	country	province	geographical_location	exactsite	FID	Shape *	ECO_CODE	ECOREGION	PROV_CODE	PROVINCE	RLM_CODE	REALM	ALT_CODE	ECO_CODE_X	Lat_Zone
Ophidiiformes	Carapidae	Onuxodon	Onuxodon fowleri	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Priolepis	Priolepis nocturna	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon ephippium	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon auriga	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Stonogobiops	Stonogobiops medon	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Pterois	Pterois antennata	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Cymolutes	Cymolutes praetextatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Cymolutes	Cymolutes praetextatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Gnathophis		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus pyroferus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis diabolus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines dumerilii	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax thyrsoideus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, cape of Punahu, west side of is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Iniistius	Iniistius auropunctatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Iniistius	Iniistius auropunctatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Iniistius	Iniistius auropunctatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Cymolutes	Cymolutes praetextatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Gnathophis		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Gnathophis		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Ariosoma		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Iniistius	Iniistius auropunctatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Ophidiiformes	Ophidiidae	Ophidion	Ophidion exul	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Aulopiformes	Synodontidae	Synodus		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Ophichthidae	Myrophis	Myrophis microchir	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Gorgasia	Gorgasia galzini	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Congridae	Gorgasia	Gorgasia galzini	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Ophichthidae	Callechelys	Callechelys marmorata	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Sebastapistes		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, Bay of Vaiehu, west side of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus achilles	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Pogonoperca	Pogonoperca punctata	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Tetraodontiformes	Balistidae	Sufflamen	Sufflamen fraenatum	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Carangiformes	Carangidae	Scomberoides	Scomberoides lysan	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis possi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax rueppellii	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis possi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Scorpaenodes	Scorpaenodes parvipinnis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Enchelycore	Enchelycore pardalis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, off south point of Motutakae Is	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Istiblennius	Istiblennius edentulus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Istiblennius	Istiblennius edentulus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Istiblennius	Istiblennius edentulus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus sinus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus sinus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus sinus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus sinus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Carangiformes	Carangidae	Caranx	Caranx melampygus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Ovalentaria	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon sagmarius	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Mullidae	Parupeneus	Parupeneus ciliatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Mullidae	Parupeneus	Parupeneus ciliatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Apogonichthys	Apogonichthys ocellatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Apogonichthys	Apogonichthys ocellatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Trachiniformes	Creediidae	Crystallodytes	Crystallodytes enderburyensis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Trachiniformes	Creediidae	Crystallodytes	Crystallodytes enderburyensis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Uropterygius	Uropterygius macrocephalus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Uropterygius	Uropterygius macrocephalus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Ua Pou, on southwest side of island in	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Cephalopholis	Cephalopholis sonnerati	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island at mout	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Pleurosicya		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island at mout	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Pleurosicya		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island at mout	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines nukuhiva	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Anaete, on southwest side of i	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon declivis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Anaete, on southwest side of i	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Pleurosicya		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island at mout	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Priolepis	Priolepis compita	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island at mout	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Cephalopholis	Cephalopholis sexmaculata	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Anaete, on southwest side of i	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon declivis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Anaete, on southwest side of i	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon declivis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Anaete, on southwest side of i	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Rhabdoblennius		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Rhabdoblennius		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Gymnapogon		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Gymnapogon		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Pempheridae	Pempheris		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Holocentriformes	Holocentridae	Myripristis	Myripristis earlei	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Ovalentaria	Pomacentridae	Abudefduf	Abudefduf sordidus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Carangiformes	Carangidae	Trachinotus	Trachinotus sp.	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Carangiformes	Carangidae	Trachinotus	Trachinotus sp.	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on west side of island in Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Coris	Coris marquesensis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Scaridae	Scarus	Scarus koputea	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Novaculichthys	Novaculichthys taeniourus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Novaculichthys	Novaculichthys taeniourus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Scaridae	Scarus	Scarus koputea	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Lutjanidae	Lutjanus	Lutjanus monostigma	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Bodianus	Bodianus axillaris	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on north end of island on nort	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax melatremus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on north end of island on nort	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Bodianus	Bodianus axillaris	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on north end of island on nort	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Apogon	Apogon lativittatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, on north end of island on nort	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Pseudogramma	Pseudogramma brederi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Ovalentaria	Pomacentridae	Pomacentrus	Pomacentrus coelestis	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Macropharyngodon	Macropharyngodon pakoko	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Trachiniformes	Creediidae	Chalixodytes		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Apogonichthys	Apogonichthys ocellatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Lutjanidae	Lutjanus	Lutjanus gibbus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Anguilliformes	Ophichthidae	Leiuranus	Leiuranus semicinctus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Kurtiformes	Apogonidae	Apogonichthys	Apogonichthys perdix	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon ornatissimus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Tetraodontiformes	Ostraciidae	Ostracion	Ostracion meleagris	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Tahuata, Meauteivi, on north end of isl	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Pseudodax	Pseudodax moluccanus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon quadrimaculatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon quadrimaculatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Pseudogramma	Pseudogramma brederi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Pseudogramma	Pseudogramma brederi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis possi	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Hiva Oa, Tepaapaa, on south end of isla	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Bodianus	Bodianus busellatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, on southwest	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Labriformes	Labridae	Bodianus	Bodianus busellatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, on southwest	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Amblyeleotris	Amblyeleotris marquesas	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, on southwest	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Callogobius		French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, on southwest	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Scorpaeniformes	Scorpaenidae	Sebastapistes	Sebastapistes strongia	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, on southwest	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Blenniiformes	Blenniidae	Aspidontus	Aspidontus taeniatus	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, Mahitoa point, another point	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Perciformes	Serranidae	Pseudanthias	Pseudanthias oumati	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, south of Baie Hanavave (Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
Gobiiformes	Gobiidae	Trimma	Trimma erwani	French Polynesia	Marquesas Islands	Marquesas Islands	Marquesas, Fatu Hiva, south of Baie Hanavave (Baie	192	Polygon	20162	Marquesas	41	Marquesas	7	Eastern Indo-Pacific	157	162	Tropical
